
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000001000 <_init>:
    1000:	f3 0f 1e fa          	endbr64 
    2b2f:	64 48 33 34 25 28 00 	xor    %fs:0x28,%rsi
    2b36:	00 00 
    2b38:	75 09                	jne    2b43 <urlencode+0x10b>
    2b3a:	48 83 c4 10          	add    $0x10,%rsp
    2b3e:	5b                   	pop    %rbx
    2b3f:	5d                   	pop    %rbp
    2b40:	41 5c                	pop    %r12
    2b42:	c3                   	retq   
    2b43:	e8 78 e7 ff ff       	callq  12c0 <__stack_chk_fail@plt>

0000000000002b48 <submitr>:
    2b48:	f3 0f 1e fa          	endbr64 
    2b4c:	41 57                	push   %r15
    2b4e:	41 56                	push   %r14
    2b50:	41 55                	push   %r13
    2b52:	41 54                	push   %r12
    2b54:	55                   	push   %rbp
    2b55:	53                   	push   %rbx
    2b56:	4c 8d 9c 24 00 60 ff 	lea    -0xa000(%rsp),%r11
    2b5d:	ff 
    2b5e:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
    2b65:	48 83 0c 24 00       	orq    $0x0,(%rsp)
    2b6a:	4c 39 dc             	cmp    %r11,%rsp
    2b6d:	75 ef                	jne    2b5e <submitr+0x16>
    2b6f:	48 83 ec 68          	sub    $0x68,%rsp
    2b73:	49 89 fc             	mov    %rdi,%r12
    2b76:	89 74 24 14          	mov    %esi,0x14(%rsp)
    2b7a:	49 89 d6             	mov    %rdx,%r14
    2b7d:	48 89 4c 24 08       	mov    %rcx,0x8(%rsp)
    2b82:	4c 89 44 24 18       	mov    %r8,0x18(%rsp)
    2b87:	4d 89 cd             	mov    %r9,%r13
    2b8a:	48 8b ac 24 a0 a0 00 	mov    0xa0a0(%rsp),%rbp
    2b91:	00 
    2b92:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    2b99:	00 00 
    2b9b:	48 89 84 24 58 a0 00 	mov    %rax,0xa058(%rsp)
    2ba2:	00 
    2ba3:	31 c0                	xor    %eax,%eax
    2ba5:	c7 44 24 2c 00 00 00 	movl   $0x0,0x2c(%rsp)
    2bac:	00 
    2bad:	ba 00 00 00 00       	mov    $0x0,%edx
    2bb2:	be 01 00 00 00       	mov    $0x1,%esi
    2bb7:	bf 02 00 00 00       	mov    $0x2,%edi
    2bbc:	e8 8f e8 ff ff       	callq  1450 <socket@plt>
    2bc1:	85 c0                	test   %eax,%eax
    2bc3:	0f 88 a0 02 00 00    	js     2e69 <submitr+0x321>
    2bc9:	89 c3                	mov    %eax,%ebx
    2bcb:	4c 89 e7             	mov    %r12,%rdi
    2bce:	e8 5d e7 ff ff       	callq  1330 <gethostbyname@plt>
    2bd3:	48 85 c0             	test   %rax,%rax
    2bd6:	0f 84 d9 02 00 00    	je     2eb5 <submitr+0x36d>
    2bdc:	4c 8d 7c 24 30       	lea    0x30(%rsp),%r15
    2be1:	48 c7 44 24 30 00 00 	movq   $0x0,0x30(%rsp)
    2be8:	00 00 
    2bea:	48 c7 44 24 38 00 00 	movq   $0x0,0x38(%rsp)
    2bf1:	00 00 
    2bf3:	66 c7 44 24 30 02 00 	movw   $0x2,0x30(%rsp)
    2bfa:	48 63 50 14          	movslq 0x14(%rax),%rdx
    2bfe:	48 8b 40 18          	mov    0x18(%rax),%rax
    2c02:	48 8b 30             	mov    (%rax),%rsi
    2c05:	48 8d 7c 24 34       	lea    0x34(%rsp),%rdi
    2c0a:	b9 0c 00 00 00       	mov    $0xc,%ecx
    2c0f:	e8 2c e7 ff ff       	callq  1340 <__memmove_chk@plt>
    2c14:	0f b7 74 24 14       	movzwl 0x14(%rsp),%esi
    2c19:	66 c1 c6 08          	rol    $0x8,%si
    2c1d:	66 89 74 24 32       	mov    %si,0x32(%rsp)
    2c22:	ba 10 00 00 00       	mov    $0x10,%edx
    2c27:	4c 89 fe             	mov    %r15,%rsi
    2c2a:	89 df                	mov    %ebx,%edi
    2c2c:	e8 df e7 ff ff       	callq  1410 <connect@plt>
    2c31:	85 c0                	test   %eax,%eax
    2c33:	0f 88 e4 02 00 00    	js     2f1d <submitr+0x3d5>
    2c39:	49 c7 c0 ff ff ff ff 	mov    $0xffffffffffffffff,%r8
    2c40:	b8 00 00 00 00       	mov    $0x0,%eax
    2c45:	4c 89 c1             	mov    %r8,%rcx
    2c48:	4c 89 ef             	mov    %r13,%rdi
    2c4b:	f2 ae                	repnz scas %es:(%rdi),%al
    2c4d:	48 89 ca             	mov    %rcx,%rdx
    2c50:	48 f7 d2             	not    %rdx
    2c53:	4c 89 c1             	mov    %r8,%rcx
    2c56:	4c 89 f7             	mov    %r14,%rdi
    2c59:	f2 ae                	repnz scas %es:(%rdi),%al
    2c5b:	48 f7 d1             	not    %rcx
    2c5e:	48 89 ce             	mov    %rcx,%rsi
    2c61:	4c 89 c1             	mov    %r8,%rcx
    2c64:	48 8b 7c 24 08       	mov    0x8(%rsp),%rdi
    2c69:	f2 ae                	repnz scas %es:(%rdi),%al
    2c6b:	48 f7 d1             	not    %rcx
    2c6e:	48 8d 74 0e fe       	lea    -0x2(%rsi,%rcx,1),%rsi
    2c73:	4c 89 c1             	mov    %r8,%rcx
    2c76:	48 8b 7c 24 18       	mov    0x18(%rsp),%rdi
    2c7b:	f2 ae                	repnz scas %es:(%rdi),%al
    2c7d:	48 89 c8             	mov    %rcx,%rax
    2c80:	48 f7 d0             	not    %rax
    2c83:	48 8d 4c 06 ff       	lea    -0x1(%rsi,%rax,1),%rcx
    2c88:	48 8d 44 52 fd       	lea    -0x3(%rdx,%rdx,2),%rax
    2c8d:	48 8d 84 01 80 00 00 	lea    0x80(%rcx,%rax,1),%rax
    2c94:	00 
    2c95:	48 3d 00 20 00 00    	cmp    $0x2000,%rax
    2c9b:	0f 87 d6 02 00 00    	ja     2f77 <submitr+0x42f>
    2ca1:	48 8d b4 24 50 40 00 	lea    0x4050(%rsp),%rsi
    2ca8:	00 
    2ca9:	b9 00 04 00 00       	mov    $0x400,%ecx
    2cae:	b8 00 00 00 00       	mov    $0x0,%eax
    2cb3:	48 89 f7             	mov    %rsi,%rdi
    2cb6:	f3 48 ab             	rep stos %rax,%es:(%rdi)
    2cb9:	4c 89 ef             	mov    %r13,%rdi
    2cbc:	e8 77 fd ff ff       	callq  2a38 <urlencode>
    2cc1:	85 c0                	test   %eax,%eax
    2cc3:	0f 88 21 03 00 00    	js     2fea <submitr+0x4a2>
    2cc9:	4c 8d bc 24 50 20 00 	lea    0x2050(%rsp),%r15
    2cd0:	00 
    2cd1:	41 54                	push   %r12
    2cd3:	48 8d 84 24 58 40 00 	lea    0x4058(%rsp),%rax
    2cda:	00 
    2cdb:	50                   	push   %rax
    2cdc:	4d 89 f1             	mov    %r14,%r9
    2cdf:	4c 8b 44 24 18       	mov    0x18(%rsp),%r8
    2ce4:	48 8d 0d 1d 19 00 00 	lea    0x191d(%rip),%rcx        # 4608 <trans_char+0x38>
    2ceb:	ba 00 20 00 00       	mov    $0x2000,%edx
    2cf0:	be 01 00 00 00       	mov    $0x1,%esi
    2cf5:	4c 89 ff             	mov    %r15,%rdi
    2cf8:	b8 00 00 00 00       	mov    $0x0,%eax
    2cfd:	e8 3e e7 ff ff       	callq  1440 <__sprintf_chk@plt>
    2d02:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
    2d09:	b8 00 00 00 00       	mov    $0x0,%eax
    2d0e:	4c 89 ff             	mov    %r15,%rdi
    2d11:	f2 ae                	repnz scas %es:(%rdi),%al
    2d13:	48 f7 d1             	not    %rcx
    2d16:	48 8d 51 ff          	lea    -0x1(%rcx),%rdx
    2d1a:	4c 89 fe             	mov    %r15,%rsi
    2d1d:	89 df                	mov    %ebx,%edi
    2d1f:	e8 8e fb ff ff       	callq  28b2 <rio_writen>
    2d24:	48 83 c4 10          	add    $0x10,%rsp
    2d28:	48 85 c0             	test   %rax,%rax
    2d2b:	0f 88 44 03 00 00    	js     3075 <submitr+0x52d>
    2d31:	4c 8d 64 24 40       	lea    0x40(%rsp),%r12
    2d36:	89 de                	mov    %ebx,%esi
    2d38:	4c 89 e7             	mov    %r12,%rdi
    2d3b:	e8 2a fb ff ff       	callq  286a <rio_readinitb>
    2d40:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
    2d47:	00 
    2d48:	ba 00 20 00 00       	mov    $0x2000,%edx
    2d4d:	4c 89 e7             	mov    %r12,%rdi
    2d50:	e8 42 fc ff ff       	callq  2997 <rio_readlineb>
    2d55:	48 85 c0             	test   %rax,%rax
    2d58:	0f 8e 86 03 00 00    	jle    30e4 <submitr+0x59c>
    2d5e:	48 8d 4c 24 2c       	lea    0x2c(%rsp),%rcx
    2d63:	48 8d 94 24 50 60 00 	lea    0x6050(%rsp),%rdx
    2d6a:	00 
    2d6b:	48 8d bc 24 50 20 00 	lea    0x2050(%rsp),%rdi
    2d72:	00 
    2d73:	4c 8d 84 24 50 80 00 	lea    0x8050(%rsp),%r8
    2d7a:	00 
    2d7b:	48 8d 35 fa 18 00 00 	lea    0x18fa(%rip),%rsi        # 467c <trans_char+0xac>
    2d82:	b8 00 00 00 00       	mov    $0x0,%eax
    2d87:	e8 04 e6 ff ff       	callq  1390 <__isoc99_sscanf@plt>
    2d8c:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
    2d93:	00 
    2d94:	b9 03 00 00 00       	mov    $0x3,%ecx
    2d99:	48 8d 3d f3 18 00 00 	lea    0x18f3(%rip),%rdi        # 4693 <trans_char+0xc3>
    2da0:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
    2da2:	0f 97 c0             	seta   %al
    2da5:	1c 00                	sbb    $0x0,%al
    2da7:	84 c0                	test   %al,%al
    2da9:	0f 84 b3 03 00 00    	je     3162 <submitr+0x61a>
    2daf:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
    2db6:	00 
    2db7:	48 8d 7c 24 40       	lea    0x40(%rsp),%rdi
    2dbc:	ba 00 20 00 00       	mov    $0x2000,%edx
    2dc1:	e8 d1 fb ff ff       	callq  2997 <rio_readlineb>
    2dc6:	48 85 c0             	test   %rax,%rax
    2dc9:	7f c1                	jg     2d8c <submitr+0x244>
    2dcb:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
    2dd2:	3a 20 43 
    2dd5:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
    2ddc:	20 75 6e 
    2ddf:	48 89 45 00          	mov    %rax,0x0(%rbp)
    2de3:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    2de7:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    2dee:	74 6f 20 
    2df1:	48 ba 72 65 61 64 20 	movabs $0x6165682064616572,%rdx
    2df8:	68 65 61 
    2dfb:	48 89 45 10          	mov    %rax,0x10(%rbp)
    2dff:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    2e03:	48 b8 64 65 72 73 20 	movabs $0x6f72662073726564,%rax
    2e0a:	66 72 6f 
    2e0d:	48 ba 6d 20 74 68 65 	movabs $0x657220656874206d,%rdx
    2e14:	20 72 65 
    2e17:	48 89 45 20          	mov    %rax,0x20(%rbp)
    2e1b:	48 89 55 28          	mov    %rdx,0x28(%rbp)
    2e1f:	48 b8 73 75 6c 74 20 	movabs $0x72657320746c7573,%rax
    2e26:	73 65 72 
    2e29:	48 89 45 30          	mov    %rax,0x30(%rbp)
    2e2d:	c7 45 38 76 65 72 00 	movl   $0x726576,0x38(%rbp)
    2e34:	89 df                	mov    %ebx,%edi
    2e36:	e8 c5 e4 ff ff       	callq  1300 <close@plt>
    2e3b:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    2e40:	48 8b 9c 24 58 a0 00 	mov    0xa058(%rsp),%rbx
    2e47:	00 
    2e48:	64 48 33 1c 25 28 00 	xor    %fs:0x28,%rbx
    2e4f:	00 00 
    2e51:	0f 85 7e 04 00 00    	jne    32d5 <submitr+0x78d>
    2e57:	48 81 c4 68 a0 00 00 	add    $0xa068,%rsp
    2e5e:	5b                   	pop    %rbx
    2e5f:	5d                   	pop    %rbp
    2e60:	41 5c                	pop    %r12
    2e62:	41 5d                	pop    %r13
    2e64:	41 5e                	pop    %r14
    2e66:	41 5f                	pop    %r15
    2e68:	c3                   	retq   
    2e69:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
    2e70:	3a 20 43 
    2e73:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
    2e7a:	20 75 6e 
    2e7d:	48 89 45 00          	mov    %rax,0x0(%rbp)
    2e81:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    2e85:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    2e8c:	74 6f 20 
    2e8f:	48 ba 63 72 65 61 74 	movabs $0x7320657461657263,%rdx
    2e96:	65 20 73 
    2e99:	48 89 45 10          	mov    %rax,0x10(%rbp)
    2e9d:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    2ea1:	c7 45 20 6f 63 6b 65 	movl   $0x656b636f,0x20(%rbp)
    2ea8:	66 c7 45 24 74 00    	movw   $0x74,0x24(%rbp)
    2eae:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    2eb3:	eb 8b                	jmp    2e40 <submitr+0x2f8>
    2eb5:	48 b8 45 72 72 6f 72 	movabs $0x44203a726f727245,%rax
    2ebc:	3a 20 44 
    2ebf:	48 ba 4e 53 20 69 73 	movabs $0x6e7520736920534e,%rdx
    2ec6:	20 75 6e 
    2ec9:	48 89 45 00          	mov    %rax,0x0(%rbp)
    2ecd:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    2ed1:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    2ed8:	74 6f 20 
    2edb:	48 ba 72 65 73 6f 6c 	movabs $0x2065766c6f736572,%rdx
    2ee2:	76 65 20 
    2ee5:	48 89 45 10          	mov    %rax,0x10(%rbp)
    2ee9:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    2eed:	48 b8 73 65 72 76 65 	movabs $0x6120726576726573,%rax
    2ef4:	72 20 61 
    2ef7:	48 89 45 20          	mov    %rax,0x20(%rbp)
    2efb:	c7 45 28 64 64 72 65 	movl   $0x65726464,0x28(%rbp)
    2f02:	66 c7 45 2c 73 73    	movw   $0x7373,0x2c(%rbp)
    2f08:	c6 45 2e 00          	movb   $0x0,0x2e(%rbp)
    2f0c:	89 df                	mov    %ebx,%edi
    2f0e:	e8 ed e3 ff ff       	callq  1300 <close@plt>
    2f13:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    2f18:	e9 23 ff ff ff       	jmpq   2e40 <submitr+0x2f8>
    2f1d:	48 b8 45 72 72 6f 72 	movabs $0x55203a726f727245,%rax
    2f24:	3a 20 55 
    2f27:	48 ba 6e 61 62 6c 65 	movabs $0x6f7420656c62616e,%rdx
    2f2e:	20 74 6f 
    2f31:	48 89 45 00          	mov    %rax,0x0(%rbp)
    2f35:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    2f39:	48 b8 20 63 6f 6e 6e 	movabs $0x7463656e6e6f6320,%rax
    2f40:	65 63 74 
    2f43:	48 ba 20 74 6f 20 74 	movabs $0x20656874206f7420,%rdx
    2f4a:	68 65 20 
    2f4d:	48 89 45 10          	mov    %rax,0x10(%rbp)
    2f51:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    2f55:	c7 45 20 73 65 72 76 	movl   $0x76726573,0x20(%rbp)
    2f5c:	66 c7 45 24 65 72    	movw   $0x7265,0x24(%rbp)
    2f62:	c6 45 26 00          	movb   $0x0,0x26(%rbp)
    2f66:	89 df                	mov    %ebx,%edi
    2f68:	e8 93 e3 ff ff       	callq  1300 <close@plt>
    2f6d:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    2f72:	e9 c9 fe ff ff       	jmpq   2e40 <submitr+0x2f8>
    2f77:	48 b8 45 72 72 6f 72 	movabs $0x52203a726f727245,%rax
    2f7e:	3a 20 52 
    2f81:	48 ba 65 73 75 6c 74 	movabs $0x747320746c757365,%rdx
    2f88:	20 73 74 
    2f8b:	48 89 45 00          	mov    %rax,0x0(%rbp)
    2f8f:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    2f93:	48 b8 72 69 6e 67 20 	movabs $0x6f6f7420676e6972,%rax
    2f9a:	74 6f 6f 
    2f9d:	48 ba 20 6c 61 72 67 	movabs $0x202e656772616c20,%rdx
    2fa4:	65 2e 20 
    2fa7:	48 89 45 10          	mov    %rax,0x10(%rbp)
    2fab:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    2faf:	48 b8 49 6e 63 72 65 	movabs $0x6573616572636e49,%rax
    2fb6:	61 73 65 
    2fb9:	48 ba 20 53 55 42 4d 	movabs $0x5254494d42555320,%rdx
    2fc0:	49 54 52 
    2fc3:	48 89 45 20          	mov    %rax,0x20(%rbp)
    2fc7:	48 89 55 28          	mov    %rdx,0x28(%rbp)
    2fcb:	48 b8 5f 4d 41 58 42 	movabs $0x46554258414d5f,%rax
    2fd2:	55 46 00 
    2fd5:	48 89 45 30          	mov    %rax,0x30(%rbp)
    2fd9:	89 df                	mov    %ebx,%edi
    2fdb:	e8 20 e3 ff ff       	callq  1300 <close@plt>
    2fe0:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    2fe5:	e9 56 fe ff ff       	jmpq   2e40 <submitr+0x2f8>
    2fea:	48 b8 45 72 72 6f 72 	movabs $0x52203a726f727245,%rax
    2ff1:	3a 20 52 
    2ff4:	48 ba 65 73 75 6c 74 	movabs $0x747320746c757365,%rdx
    2ffb:	20 73 74 
    2ffe:	48 89 45 00          	mov    %rax,0x0(%rbp)
    3002:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    3006:	48 b8 72 69 6e 67 20 	movabs $0x6e6f6320676e6972,%rax
    300d:	63 6f 6e 
    3010:	48 ba 74 61 69 6e 73 	movabs $0x6e6120736e696174,%rdx
    3017:	20 61 6e 
    301a:	48 89 45 10          	mov    %rax,0x10(%rbp)
    301e:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    3022:	48 b8 20 69 6c 6c 65 	movabs $0x6c6167656c6c6920,%rax
    3029:	67 61 6c 
    302c:	48 ba 20 6f 72 20 75 	movabs $0x72706e7520726f20,%rdx
    3033:	6e 70 72 
    3036:	48 89 45 20          	mov    %rax,0x20(%rbp)
    303a:	48 89 55 28          	mov    %rdx,0x28(%rbp)
    303e:	48 b8 69 6e 74 61 62 	movabs $0x20656c6261746e69,%rax
    3045:	6c 65 20 
    3048:	48 ba 63 68 61 72 61 	movabs $0x6574636172616863,%rdx
    304f:	63 74 65 
    3052:	48 89 45 30          	mov    %rax,0x30(%rbp)
    3056:	48 89 55 38          	mov    %rdx,0x38(%rbp)
    305a:	66 c7 45 40 72 2e    	movw   $0x2e72,0x40(%rbp)
    3060:	c6 45 42 00          	movb   $0x0,0x42(%rbp)
    3064:	89 df                	mov    %ebx,%edi
    3066:	e8 95 e2 ff ff       	callq  1300 <close@plt>
    306b:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    3070:	e9 cb fd ff ff       	jmpq   2e40 <submitr+0x2f8>
    3075:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
    307c:	3a 20 43 
    307f:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
    3086:	20 75 6e 
    3089:	48 89 45 00          	mov    %rax,0x0(%rbp)
    308d:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    3091:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    3098:	74 6f 20 
    309b:	48 ba 77 72 69 74 65 	movabs $0x6f74206574697277,%rdx
    30a2:	20 74 6f 
    30a5:	48 89 45 10          	mov    %rax,0x10(%rbp)
    30a9:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    30ad:	48 b8 20 74 68 65 20 	movabs $0x7365722065687420,%rax
    30b4:	72 65 73 
    30b7:	48 ba 75 6c 74 20 73 	movabs $0x7672657320746c75,%rdx
    30be:	65 72 76 
    30c1:	48 89 45 20          	mov    %rax,0x20(%rbp)
    30c5:	48 89 55 28          	mov    %rdx,0x28(%rbp)
    30c9:	66 c7 45 30 65 72    	movw   $0x7265,0x30(%rbp)
    30cf:	c6 45 32 00          	movb   $0x0,0x32(%rbp)
    30d3:	89 df                	mov    %ebx,%edi
    30d5:	e8 26 e2 ff ff       	callq  1300 <close@plt>
    30da:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    30df:	e9 5c fd ff ff       	jmpq   2e40 <submitr+0x2f8>
    30e4:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
    30eb:	3a 20 43 
    30ee:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
    30f5:	20 75 6e 
    30f8:	48 89 45 00          	mov    %rax,0x0(%rbp)
    30fc:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    3100:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    3107:	74 6f 20 
    310a:	48 ba 72 65 61 64 20 	movabs $0x7269662064616572,%rdx
    3111:	66 69 72 
    3114:	48 89 45 10          	mov    %rax,0x10(%rbp)
    3118:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    311c:	48 b8 73 74 20 68 65 	movabs $0x6564616568207473,%rax
    3123:	61 64 65 
    3126:	48 ba 72 20 66 72 6f 	movabs $0x72206d6f72662072,%rdx
    312d:	6d 20 72 
    3130:	48 89 45 20          	mov    %rax,0x20(%rbp)
    3134:	48 89 55 28          	mov    %rdx,0x28(%rbp)
    3138:	48 b8 65 73 75 6c 74 	movabs $0x657320746c757365,%rax
    313f:	20 73 65 
    3142:	48 89 45 30          	mov    %rax,0x30(%rbp)
    3146:	c7 45 38 72 76 65 72 	movl   $0x72657672,0x38(%rbp)
    314d:	c6 45 3c 00          	movb   $0x0,0x3c(%rbp)
    3151:	89 df                	mov    %ebx,%edi
    3153:	e8 a8 e1 ff ff       	callq  1300 <close@plt>
    3158:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    315d:	e9 de fc ff ff       	jmpq   2e40 <submitr+0x2f8>
    3162:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
    3169:	00 
    316a:	48 8d 7c 24 40       	lea    0x40(%rsp),%rdi
    316f:	ba 00 20 00 00       	mov    $0x2000,%edx
    3174:	e8 1e f8 ff ff       	callq  2997 <rio_readlineb>
    3179:	48 85 c0             	test   %rax,%rax
    317c:	0f 8e 96 00 00 00    	jle    3218 <submitr+0x6d0>
    3182:	44 8b 44 24 2c       	mov    0x2c(%rsp),%r8d
    3187:	41 81 f8 c8 00 00 00 	cmp    $0xc8,%r8d
    318e:	0f 85 08 01 00 00    	jne    329c <submitr+0x754>
    3194:	48 8d b4 24 50 20 00 	lea    0x2050(%rsp),%rsi
    319b:	00 
    319c:	48 89 ef             	mov    %rbp,%rdi
    319f:	e8 ec e0 ff ff       	callq  1290 <strcpy@plt>
    31a4:	89 df                	mov    %ebx,%edi
    31a6:	e8 55 e1 ff ff       	callq  1300 <close@plt>
    31ab:	b9 04 00 00 00       	mov    $0x4,%ecx
    31b0:	48 8d 3d d6 14 00 00 	lea    0x14d6(%rip),%rdi        # 468d <trans_char+0xbd>
    31b7:	48 89 ee             	mov    %rbp,%rsi
    31ba:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
    31bc:	0f 97 c0             	seta   %al
    31bf:	1c 00                	sbb    $0x0,%al
    31c1:	0f be c0             	movsbl %al,%eax
    31c4:	85 c0                	test   %eax,%eax
    31c6:	0f 84 74 fc ff ff    	je     2e40 <submitr+0x2f8>
    31cc:	b9 05 00 00 00       	mov    $0x5,%ecx
    31d1:	48 8d 3d b9 14 00 00 	lea    0x14b9(%rip),%rdi        # 4691 <trans_char+0xc1>
    31d8:	48 89 ee             	mov    %rbp,%rsi
    31db:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
    31dd:	0f 97 c0             	seta   %al
    31e0:	1c 00                	sbb    $0x0,%al
    31e2:	0f be c0             	movsbl %al,%eax
    31e5:	85 c0                	test   %eax,%eax
    31e7:	0f 84 53 fc ff ff    	je     2e40 <submitr+0x2f8>
    31ed:	b9 03 00 00 00       	mov    $0x3,%ecx
    31f2:	48 8d 3d 9d 14 00 00 	lea    0x149d(%rip),%rdi        # 4696 <trans_char+0xc6>
    31f9:	48 89 ee             	mov    %rbp,%rsi
    31fc:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
    31fe:	0f 97 c0             	seta   %al
    3201:	1c 00                	sbb    $0x0,%al
    3203:	0f be c0             	movsbl %al,%eax
    3206:	85 c0                	test   %eax,%eax
    3208:	0f 84 32 fc ff ff    	je     2e40 <submitr+0x2f8>
    320e:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    3213:	e9 28 fc ff ff       	jmpq   2e40 <submitr+0x2f8>
    3218:	48 b8 45 72 72 6f 72 	movabs $0x43203a726f727245,%rax
    321f:	3a 20 43 
    3222:	48 ba 6c 69 65 6e 74 	movabs $0x6e7520746e65696c,%rdx
    3229:	20 75 6e 
    322c:	48 89 45 00          	mov    %rax,0x0(%rbp)
    3230:	48 89 55 08          	mov    %rdx,0x8(%rbp)
    3234:	48 b8 61 62 6c 65 20 	movabs $0x206f7420656c6261,%rax
    323b:	74 6f 20 
    323e:	48 ba 72 65 61 64 20 	movabs $0x6174732064616572,%rdx
    3245:	73 74 61 
    3248:	48 89 45 10          	mov    %rax,0x10(%rbp)
    324c:	48 89 55 18          	mov    %rdx,0x18(%rbp)
    3250:	48 b8 74 75 73 20 6d 	movabs $0x7373656d20737574,%rax
    3257:	65 73 73 
    325a:	48 ba 61 67 65 20 66 	movabs $0x6d6f726620656761,%rdx
    3261:	72 6f 6d 
    3264:	48 89 45 20          	mov    %rax,0x20(%rbp)
    3268:	48 89 55 28          	mov    %rdx,0x28(%rbp)
    326c:	48 b8 20 72 65 73 75 	movabs $0x20746c7573657220,%rax
    3273:	6c 74 20 
    3276:	48 89 45 30          	mov    %rax,0x30(%rbp)
    327a:	c7 45 38 73 65 72 76 	movl   $0x76726573,0x38(%rbp)
    3281:	66 c7 45 3c 65 72    	movw   $0x7265,0x3c(%rbp)
    3287:	c6 45 3e 00          	movb   $0x0,0x3e(%rbp)
    328b:	89 df                	mov    %ebx,%edi
    328d:	e8 6e e0 ff ff       	callq  1300 <close@plt>
    3292:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    3297:	e9 a4 fb ff ff       	jmpq   2e40 <submitr+0x2f8>
    329c:	4c 8d 8c 24 50 80 00 	lea    0x8050(%rsp),%r9
    32a3:	00 
    32a4:	48 8d 0d 9d 13 00 00 	lea    0x139d(%rip),%rcx        # 4648 <trans_char+0x78>
    32ab:	48 c7 c2 ff ff ff ff 	mov    $0xffffffffffffffff,%rdx
    32b2:	be 01 00 00 00       	mov    $0x1,%esi
    32b7:	48 89 ef             	mov    %rbp,%rdi
    32ba:	b8 00 00 00 00       	mov    $0x0,%eax
    32bf:	e8 7c e1 ff ff       	callq  1440 <__sprintf_chk@plt>
    32c4:	89 df                	mov    %ebx,%edi
    32c6:	e8 35 e0 ff ff       	callq  1300 <close@plt>
    32cb:	b8 ff ff ff ff       	mov    $0xffffffff,%eax
    32d0:	e9 6b fb ff ff       	jmpq   2e40 <submitr+0x2f8>
    32d5:	e8 e6 df ff ff       	callq  12c0 <__stack_chk_fail@plt>

00000000000032da <init_timeout>:
    32da:	f3 0f 1e fa          	endbr64 
    32de:	85 ff                	test   %edi,%edi
    32e0:	74 26                	je     3308 <init_timeout+0x2e>
    32e2:	53                   	push   %rbx
